Product Name,Average Sales,Reorder Point
"Career Cubicle Clock, 8 1/4"", Black",64.896,324.48
"Carina 42""Hx23 3/4""W Media Storage Unit",204.4745,1022.3725000000001
Carina Double Wide Media Storage Towers in Natural & Black,252.38766666666666,1261.9383333333333
Carina Media Storage Towers in Natural & Black,214.64960000000002,1073.248
"Carina Mini System Audio Rack, Model AR050B",346.2576,1731.288
Case Logic 2.4GHz Wireless Keyboard,153.71925,768.5962499999999
Catalog Binders with Expanding Posts,136.242,681.2099999999999
Cherry 142-key Programmable Keyboard,479.72,2398.6000000000004
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",849.696,4248.4800000000005
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",716.274,3581.37
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,2396.763,11983.814999999999
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",559.1483333333333,2795.741666666667
Chromcraft Rectangular Conference Tables,550.297,2751.485
Chromcraft Round Conference Tables,631.4660769230769,3157.3303846153844
Cisco 8961 IP Phone Charcoal,224.937,1124.685
Cisco 8x8 Inc. 6753i IP Business Phone System,440.96733333333333,2204.8366666666666
Cisco 9971 IP Video Phone Charcoal,2134.0,10670.0
Cisco CP-7937G Unified IP Conference Station Phone,695.7,3478.5
Cisco Desktop Collaboration Experience DX650 IP Video Phone,385.8,1929.0
Cisco IP Phone 7961G-GE VoIP phone,563.1080000000001,2815.5400000000004
Cisco IP Phone 7961G VoIP phone - Dark gray,462.23,2311.15
Cisco SPA 501G IP Phone,213.48,1067.3999999999999
Cisco SPA 502G IP Phone,412.628,2063.14
Cisco SPA112 2 Port Phone Adapter,175.84,879.2
Cisco SPA301,491.36850000000004,2456.8425
Cisco SPA508G,182.13240000000002,910.662
Cisco SPA525G2 5-Line IP Phone,1379.92,6899.6
Cisco SPA525G2 IP Phone - Wireless,85.386,426.92999999999995
Cisco Small Business SPA 502G VoIP phone,220.5255,1102.6275
Cisco TelePresence System EX90 Videoconferencing Unit,22638.48,113192.4
Cisco Unified IP Phone 7945G VoIP phone,1125.267,5626.335
Clarity 53712,188.07150000000001,940.3575000000001
Classic Ivory Antique Telephone ZL1810,170.833,854.165
Clear Mylar Reinforcing Strips,53.934000000000005,269.67
ClearOne CHATAttach 160 - speaker phone,1673.973,8369.865
ClearOne Communications CHAT 70 OC Speaker Phone,421.3235,2106.6175000000003
ClearSounds CSC500 Amplified Spirit Phone Corded phone,186.64,933.1999999999999
Clearsounds A400,162.77533333333335,813.8766666666668
Col-Erase Pencils with Erasers,18.848,94.24
Color-Coded Legal Exhibit Labels,7.365,36.825
Colored Envelopes,10.1844,50.922
Colored Push Pins,4.9956000000000005,24.978
Coloredge Poster Frame,49.699999999999996,248.49999999999997
Colorific Watercolor Pencils,17.2,86.0
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.224285714285714,36.121428571428574
Compact Automatic Electric Letter Opener,372.84375,1864.21875
"Companion Letter/Legal File, Black",122.3424,611.712
Computer Printout Index Tabs,2.7720000000000002,13.860000000000001
Computer Printout Paper with Letter-Trim Fine Perforations,191.6,958.0
Computer Printout Paper with Letter-Trim Perforations,57.99399999999999,289.96999999999997
"Computer Room Manger, 14""",90.944,454.72
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",136.704,683.52
Contemporary Borderless Frame,18.081,90.405
Contemporary Wood/Metal Frame,48.48,242.39999999999998
"Contico 72""H Heavy-Duty Storage System",119.66159999999999,598.308
"Contract Clock, 14"", Brown",68.138,340.69000000000005
Convenience Packs of Business Envelopes,9.774,48.87
Crate-A-Files,25.225714285714286,126.12857142857143
"Crayola Anti Dust Chalk, 12/Pack",8.528,42.64
Crayola Colored Pencils,10.97309090909091,54.865454545454554
Cubify CubeX 3D Printer Double Head Print,3699.9876666666664,18499.93833333333
Cubify CubeX 3D Printer Triple Head Print,7999.98,39999.899999999994
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,10.89,54.45
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,23.9016,119.508
DAX Black Cherry Wood-Tone Poster Frame,56.932,284.66
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",25.406399999999998,127.03199999999998
DAX Clear Channel Poster Frame,39.852,199.26
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",58.29119999999999,291.45599999999996
"DAX Copper Panel Document Frame, 5 x 7 Size",30.192,150.96
DAX Cubicle Frames - 8x10,25.1572,125.786
"DAX Cubicle Frames, 8-1/2 x 11",36.4225,182.1125
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",39.2496,196.248
"DAX Metal Frame, Desktop, Stepped-Edge",32.384,161.92000000000002
DAX Natural Wood-Tone Poster Frame,102.7424,513.712
DAX Solid Wood Frames,37.77733333333333,188.88666666666666
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",27.018,135.09
DAX Two-Tone Silver Metal Document Frame,39.13066666666666,195.6533333333333
"DAX Value U-Channel Document Frames, Easel Back",17.892,89.46
DAX Wood Document Frame,53.08933333333333,265.44666666666666
DAX Wood Document Frame.,39.817,199.085
DIXON Oriole Pencils,7.481999999999999,37.41
DIXON Ticonderoga Erasable Checking Pencils,13.551428571428572,67.75714285714285
DMI Arturo Collection Mission-style Design Wood Chair,419.998909090909,2099.994545454545
DMI Eclipse Executive Suite Bookcases,1841.1015,9205.5075
DXL Angle-View Binders with Locking Rings by Samsill,21.5109,107.55449999999999
"DXL Angle-View Binders with Locking Rings, Black",31.148,155.74
DYMO CardScan Personal V9 Business Card Scanner,447.97200000000004,2239.86
"Dana Fluorescent Magnifying Lamp, White, 36""",145.293,726.465
Dana Halogen Swing-Arm Architect Lamp,185.73066666666668,928.6533333333334
Dana Swing-Arm Lamps,15.562285714285716,77.81142857142858
"DataProducts Ampli Magnifier Task Lamp, Black,",101.74560000000001,508.72800000000007
Dax Clear Box Frame,16.005,80.02499999999999
Decoflex Hanging Personal Folder File,46.26,231.29999999999998
"Decoflex Hanging Personal Folder File, Blue",57.568,287.84
Deflect-O Glasstique Clear Desk Accessories,41.58,207.89999999999998
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,337.088,1685.44
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",112.31166666666667,561.5583333333334
"Deflect-o EconoMat Nonstudded, No Bevel Mat",309.9,1549.5
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.95999999999998,619.8
Deflect-o Glass Clear Studded Chair Mats,225.62457142857141,1128.1228571428571
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",270.54133333333334,1352.7066666666667
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",109.42500000000001,547.125
Dell Slim USB Multimedia Keyboard,62.5,312.5
Deluxe Chalkboard Eraser Cleaner,36.498000000000005,182.49
Deluxe Heavy-Duty Vinyl Round Ring Binder,72.03428571428572,360.1714285714286
Deluxe Rollaway Locking File with Drawer,1114.5584000000001,5572.792
Design Ebony Sketching Pencil,4.540666666666667,22.703333333333333
Desktop 3-Pocket Hot File,129.84,649.2
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,155.97333333333333,779.8666666666667
Digium D40 VoIP phone,338.24044444444445,1691.2022222222222
Disposable Triple-Filter Dust Bags,10.196666666666667,50.983333333333334
"Dixon My First Ticonderoga Pencil, #2",23.985,119.925
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",15.822857142857144,79.11428571428571
Dixon Ticonderoga Core-Lock Colored Pencils,32.796,163.98
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",215.64499999999998,1078.225
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",37.674,188.37
"Dixon Ticonderoga Maple Cedar Pencil, #2",7.777333333333334,38.88666666666667
Dixon Ticonderoga Pencils,14.304,71.52
Document Clip Frames,22.518,112.59
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",415.35975,2076.79875
"Dual Level, Single-Width Filing Carts",686.1405,3430.7025
Durable Pressboard Binders,18.619999999999997,93.1
Easy-staple paper,54.86718181818182,274.3359090909091
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",109.8504,549.252
"Eberhard Faber 3 1/2"" Golf Pencils",19.981714285714286,99.90857142857143
EcoTones Memo Sheets,17.599999999999998,87.99999999999999
Economy #2 Pencils,8.645,43.224999999999994
Economy Binders,8.874666666666668,44.37333333333334
Economy Rollaway Files,448.40000000000003,2242.0
"Eldon ""L"" Workstation Diamond Chairmat",250.734,1253.67
Eldon 100 Class Desk Accessories,9.099,45.495000000000005
Eldon 200 Class Desk Accessories,20.096,100.48
"Eldon 200 Class Desk Accessories, Black",37.68,188.4
"Eldon 200 Class Desk Accessories, Burgundy",27.1296,135.648
"Eldon 200 Class Desk Accessories, Smoke",34.54,172.7
"Eldon 300 Class Desk Accessories, Black",14.85,74.25
"Eldon 400 Class Desk Accessories, Black Carbon",29.05,145.25
Eldon 500 Class Desk Accessories,27.519600000000004,137.598
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,112.606,563.03
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,126.46666666666665,632.3333333333333
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,357.986,1789.9299999999998
"Eldon Base for stackable storage shelf, platinum",124.60799999999999,623.04
Eldon Cleatmat Chair Mats for Medium Pile Carpets,86.025,430.125
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,260.8256,1304.1280000000002
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,240.1872,1200.936
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",91.032,455.15999999999997
Eldon Econocleat Chair Mats for Low Pile Carpets,124.41,622.05
Eldon Executive Woodline II Cherry Finish Desk Accessories,49.068000000000005,245.34000000000003
"Eldon Executive Woodline II Desk Accessories, Mahogany",72.3744,361.87199999999996
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",27.02,135.1
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",33.5104,167.552
Eldon Expressions Mahogany Wood Desk Collection,46.8,234.0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",31.1416,155.708
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",40.432,202.16000000000003
"Eldon Expressions Wood Desk Accessories, Oak",15.967636363636364,79.83818181818182
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",32.108000000000004,160.54000000000002
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",29.940000000000005,149.70000000000002
Eldon File Chest Portable File,79.4,397.0
Eldon Fold 'N Roll Cart System,60.39359999999999,301.96799999999996
Eldon Gobal File Keepers,58.03666666666667,290.18333333333334
Eldon Image Series Black Desk Accessories,9.770399999999999,48.85199999999999
"Eldon Image Series Desk Accessories, Burgundy",13.898499999999999,69.49249999999999
"Eldon Image Series Desk Accessories, Ebony",36.062,180.31
"Eldon Imàge Series Desk Accessories, Clear",17.82,89.1
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118.25,591.25
Eldon Pizzaz Desk Accessories,9.366,46.83
Eldon Portable Mobile Manager,99.92266666666666,499.6133333333333
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,87.72257142857141,438.6128571428571
Eldon Radial Chair Mat for Low to Medium Pile Carpets,129.2686666666667,646.3433333333335
"Eldon Regeneration Recycled Desk Accessories, Black",13.229333333333335,66.14666666666668
"Eldon Regeneration Recycled Desk Accessories, Smoke",6.7512,33.756
Eldon Shelf Savers Cubes and Bins,37.5175,187.58749999999998
Eldon Simplefile Box Office,43.229,216.14499999999998
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",8.461333333333334,42.30666666666667
"Eldon Stackable Tray, Side-Load, Legal, Smoke",31.076,155.38
Eldon Wave Desk Accessories,19.052142857142858,95.26071428571429
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,38.86,194.3
"Electrix Architect's Clamp-On Swing Arm Lamp, Black",572.76,2863.8
Electrix Fluorescent Magnifier Lamps & Weighted Base,231.89800000000002,1159.4900000000002
Electrix Halogen Magnifier Lamp,458.54799999999994,2292.74
"Electrix Incandescent Magnifying Lamp, Black",58.64,293.2
"Elite 5"" Scissors",25.59142857142857,127.95714285714284
Embossed Ink Jet Note Cards,71.0955,355.4775
Enermax Acrylux Wireless Keyboard,408.35999999999996,2041.7999999999997
Enermax Aurora Lite Keyboard,328.22999999999996,1641.1499999999999
Enermax Briskie RF Wireless Keyboard and Mouse Combo,101.773,508.865
Epson Perfection V600 Photo Scanner,206.991,1034.9550000000002
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,606.3525,3031.7625
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",139.98,699.9
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,8.120000000000001
"Eureka Hand Vacuum, Bagless",197.72,988.6
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",19.9584,99.792
Eureka Sanitaire  Commercial Upright,508.17733333333337,2540.8866666666668
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",16.7808,83.904
Eureka The Boss Cordless Rechargeable Stick Vac,158.03799999999998,790.1899999999999
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",260.52,1302.6
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",279.06666666666666,1395.3333333333333
Euro Pro Shark Stick Mini Vacuum,56.91466666666667,284.5733333333333
Euro-Pro Shark Turbo Vacuum,115.65866666666666,578.2933333333333
"Executive Impressions 10"" Spectator Wall Clock",51.74400000000001,258.72
"Executive Impressions 12"" Wall Clock",29.45,147.25
"Executive Impressions 13"" Chairman Wall Clock",84.60000000000001,423.00000000000006
"Executive Impressions 13"" Clairmont Wall Clock",39.4215,197.10750000000002
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",28.049999999999997,140.25
"Executive Impressions 14""",94.47749999999999,472.38749999999993
"Executive Impressions 14"" Contract Wall Clock",49.54114285714286,247.7057142857143
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",48.906,244.53
"Executive Impressions 14"" Two-Color Numerals Wall Clock",51.49866666666666,257.4933333333333
"Executive Impressions 16-1/2"" Circular Wall Clock",29.392,146.96
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",33.28,166.4
Executive Impressions Supervisor Wall Clock,216.81499999999997,1084.0749999999998
Faber Castell Col-Erase Pencils,7.4328,37.164
Fashion Color Clasp Envelopes,25.968,129.84
Fellowes 8 Outlet Superior Workstation Surge Protector,151.82440000000003,759.1220000000001
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,133.1352,665.6759999999999
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,81.42933333333333,407.14666666666665
Fellowes Advanced Computer Series Surge Protectors,64.45899999999999,322.29499999999996
Fellowes Bankers Box Recycled Super Stor/Drawer,169.65142857142857,848.2571428571429
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,326.5245,1632.6225
Fellowes Bankers Box Stor/Drawer Steel Plus,118.859,594.295
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,85.88820000000001,429.44100000000003
Fellowes Basic Home/Office Series Surge Protectors,48.45866666666667,242.29333333333335
Fellowes Binding Cases,54.288,271.44
Fellowes Black Plastic Comb Bindings,11.361777777777778,56.80888888888889
Fellowes Command Center 5-outlet power strip,166.208,831.04
Fellowes Desktop Hanging File Manager,50.362500000000004,251.81250000000003
Fellowes Econo/Stor Drawers,290.79,1453.95
Fellowes High-Stak Drawer Files,493.332,2466.66
Fellowes Mighty 8 Compact Surge Protector,57.43166666666667,287.15833333333336
"Fellowes Mobile File Cart, Black",230.06599999999997,1150.33
Fellowes Neat Ideas Storage Cubes,68.672,343.36
Fellowes Officeware Wire Shelving,409.95145454545457,2049.7572727272727
Fellowes PB200 Plastic Comb Binding Machine,386.72725,1933.63625
Fellowes PB300 Plastic Comb Binding Machine,1345.032,6725.16
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2745.3384,13726.692000000001
"Fellowes Personal Hanging Folder Files, Navy",71.179,355.895
Fellowes Powershred HS-440 4-Sheet High Security Shredder,847.2786666666667,4236.393333333333
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",132.78285714285715,663.9142857142858
Fellowes Presentation Covers for Comb Binding Machines,66.93,334.65000000000003
Fellowes Recycled Storage Drawers,429.316,2146.58
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,903.3
Fellowes Staxonsteel Drawer Files,689.8928571428571,3449.4642857142853
Fellowes Stor/Drawer Steel Plus Storage Drawers,424.6635,2123.3175
"Fellowes Strictly Business Drawer File, Letter/Legal Size",639.8614285714285,3199.3071428571425
Fellowes Super Stor/Drawer,119.325,596.625
Fellowes Super Stor/Drawer Files,436.185,2180.925
Fellowes Superior 10 Outlet Split Surge Protector,96.41866666666667,482.09333333333336
"Fellowes Twister Kit, Gray/Clear, 3/pkg",15.812,79.06
File Shuttle I and Handi-File,87.556,437.78
"File Shuttle II and Handi-File, Black",160.73542857142857,803.6771428571428
First Data FD10 PIN Pad,344.44,1722.2
First Data TMFD35 PIN Pad,285.6,1428.0
"Fiskars 8"" Scissors, 2/Pack",54.306,271.53
Fiskars Home & Office Scissors,31.08,155.39999999999998
Fiskars Softgrip Scissors,43.92,219.60000000000002
Fiskars Spring-Action Scissors,18.873,94.36500000000001
Flat Face Poster Frame,49.66909090909091,248.34545454545457
Flexible Leather- Look Classic Collection Ring Binder,23.675,118.375
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",72.42666666666666,362.1333333333333
Fluorescent Highlighters by Dixon,18.1488,90.744
G.E. Halogen Desk Lamp Bulbs,12.564,62.82
G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.501333333333335,67.50666666666667
GBC Binding covers,45.75666666666666,228.7833333333333
"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",34.11,170.55
GBC DocuBind 200 Manual Binding Machine,1052.4499999999998,5262.249999999999
GBC DocuBind 300 Electric Binding Machine,848.14275,4240.71375
GBC DocuBind P100 Manual Binding Machine,369.3055,1846.5275
GBC DocuBind P400 Electric Binding System,2994.178,14970.89
GBC DocuBind P50 Personal Binding Machine,226.48919999999998,1132.446
GBC DocuBind TL200 Manual Binding Machine,720.469,3602.3450000000003
GBC DocuBind TL300 Electric Binding System,1802.1344545454544,9010.672272727272
GBC Durable Plastic Covers,46.16357142857142,230.81785714285712
GBC Ibimaster 500 Manual ProClick Binding System,2113.8333333333335,10569.166666666668
GBC Imprintable Covers,30.195,150.975
GBC Instant Index System for Binding Systems,14.3856,71.928
GBC Instant Report Kit,12.691153846153847,63.455769230769235
"GBC Laser Imprintable Binding System Covers, Desert Sand",22.5466,112.733
GBC Linen Binding Covers,34.59433333333333,172.97166666666666
GBC Personal VeloBind Strips,21.364333333333335,106.82166666666667
GBC Plastic Binding Combs,17.2692,86.346
GBC Plasticlear Binding Covers,9.84,49.2
GBC Poly Designer Binding Covers,42.687000000000005,213.43500000000003
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",34.645,173.22500000000002
GBC Premium Transparent Covers with Diagonal Lined Pattern,55.746857142857145,278.7342857142857
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",54.223625,271.11812499999996
GBC Prestige Therm-A-Bind Covers,107.88588888888889,539.4294444444445
GBC ProClick 150 Presentation Binding System,644.5992,3222.996
GBC ProClick Punch Binding System,224.844,1124.22
GBC ProClick Spines for 32-Hole Punch,13.281799999999999,66.40899999999999
GBC Recycled Grain Textured Covers,93.25800000000001,466.2900000000001
GBC Recycled Regency Composition Covers,234.3376,1171.688
GBC Recycled VeloBinder Covers,60.918000000000006,304.59000000000003
GBC Standard Plastic Binding Systems Combs,11.151,55.754999999999995
GBC Standard Plastic Binding Systems' Combs,13.5805,67.9025
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",21.560000000000002,107.80000000000001
GBC Standard Therm-A-Bind Covers,40.32509090909091,201.62545454545455
GBC Therma-A-Bind 250T Electric Binding System,590.352,2951.7599999999998
GBC Twin Loop Wire Binding Elements,104.1664,520.832
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",29.932666666666666,149.66333333333333
GBC VeloBind Cover Sets,31.16072727272727,155.80363636363637
GBC VeloBinder Electric Binding Machine,124.0045,620.0224999999999
GBC VeloBinder Manual Binding System,105.27075,526.35375
GBC VeloBinder Strips,13.248,66.24
"GBC Velobind Prepunched Cover Sets, Regency Series",85.67033333333332,428.3516666666666
"GBC White Gloss Covers, Plain Front",38.475428571428566,192.37714285714281
GBC Wire Binding Combs,26.293142857142858,131.46571428571428
GBC Wire Binding Strips,42.531600000000005,212.65800000000002
GE 2-Jack Phone Line Splitter,590.5046666666667,2952.5233333333335
GE 30522EE2,386.6333333333334,1933.166666666667
GE 30524EE4,587.97,2939.8500000000004
"GE 4 Foot Flourescent Tube, 40 Watt",32.955999999999996,164.77999999999997
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",337.382,1686.91
GE DSL Phone Line Filter,123.96900000000001,619.845
"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",6.485142857142857,32.425714285714285
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",69.102,345.51
Gear Head AU3700S Headset,63.217999999999996,316.09
Geemarc AmpliPOWER60,310.4581818181818,1552.290909090909
"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",25.364,126.82000000000001
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",1723.92,8619.6
Global Adaptabilities Conference Tables,885.087,4425.4349999999995
"Global Airflow Leather Mesh Back Chair, Black",434.0675,2170.3375
"Global Armless Task Chair, Royal Blue",174.55525,872.77625
Global Chrome Stack Chair,135.97733333333335,679.8866666666668
Global Comet Stacking Arm Chair,1216.8288,6084.144
Global Comet Stacking Armless Chair,562.214,2811.07
Global Commerce Series High-Back Swivel/Tilt Chairs,886.6044444444445,4433.022222222223
Global Commerce Series Low-Back Swivel/Tilt Chairs,631.4365714285714,3157.182857142857
Global Deluxe High-Back Manager's Chair,1083.14925,5415.74625
Global Deluxe High-Back Office Chair in Storm,362.64000000000004,1813.2000000000003
Global Deluxe Office Fabric Chairs,236.75066666666666,1183.7533333333333
"Global Deluxe Stacking Chair, Gray",109.24285714285715,546.2142857142858
Global Deluxe Steno Chair,177.054,885.27
Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,508.0875,2540.4375
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,1035.92
Global Ergonomic Managers Chair,546.2305454545454,2731.152727272727
Global Executive Mid-Back Manager's Chair,771.0970000000001,3855.4850000000006
"Global Fabric Manager's Chair, Dark Gray",363.528,1817.64
"Global Geo Office Task Chair, Gray",251.038,1255.19
"Global High-Back Leather Tilter, Burgundy",388.297,1941.4850000000001
Global Highback Leather Tilter in Burgundy,294.201,1471.005
Global Italian Leather Office Chair,484.626,2423.13
"Global Leather & Oak Executive Chair, Burgundy",331.958,1659.7900000000002
Global Leather Executive Chair,837.361857142857,4186.809285714286
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",544.4730909090908,2722.365454545454
"Global Leather Task Chair, Black",181.104875,905.524375
"Global Leather and Oak Executive Chair, Black",801.35925,4006.79625
Global Low Back Tilter Chair,218.36925000000002,1091.84625
"Global Manager's Adjustable Task Chair, Storm",493.20133333333337,2466.0066666666667
"Global Push Button Manager's Chair, Indigo",242.88344444444445,1214.4172222222223
"Global Stack Chair with Arms, Black",114.78057142857143,573.9028571428572
"Global Stack Chair without Arms, Black",128.78657142857142,643.9328571428571
Global Super Steno Chair,341.41457142857143,1707.0728571428572
"Global Task Chair, Black",92.6198,463.099
Global Troy Executive Leather Low-Back Tilter,1441.709111111111,7208.545555555555
"Global Value Mid-Back Manager's Chair, Gray",198.23077777777777,991.1538888888889
"Global Value Steno Chair, Gray",220.4862,1102.431
"Global Wood Trimmed Manager's Task Chair, Khaki",297.6345714285714,1488.172857142857
Globe Weis Peel & Seel First Class Envelopes,53.675999999999995,268.38
Google Nexus 5,763.1576,3815.788
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",229.975,1149.875
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",158.97,794.85
Grandstream GXP1160 VoIP phone,133.94866666666667,669.7433333333333
Grandstream GXP2100 Mainstream Business Phone,149.15550000000002,745.7775000000001
Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),21.229,106.145
Green Bar Computer Printout Paper,171.4752,857.376
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",113.848,569.24
Griffin GC17055 Auxiliary Audio Cable,65.96333333333332,329.8166666666666
Griffin GC36547 PowerJolt SE Lightning Charger,58.474,292.37
Grip Seal Envelopes,7.072,35.36
GuestStacker Chair with Chrome Finish Legs,1133.868,5669.34
HON 5400 Series Task Chairs for Big and Tall,2733.822,13669.11
"HP Designjet T520 Inkjet Large Format Printer - 24"" Color",6124.965,30624.825
HP Office Paper (20Lb. and 87 Bright),43.42,217.10000000000002
HP Office Recycled Paper (20Lb. and 87 Bright),26.588,132.94
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",224.985,1124.9250000000002
HP Standard 104 key PS/2 Keyboard,45.916666666666664,229.58333333333331
HTC One,279.972,1399.86
HTC One Mini,510.2595,2551.2975
Hammermill Color Copier Paper (28Lb. and 96 Bright),14.985,74.925
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),10.956000000000001,54.78000000000001
Hand-Finished Solid Wood Document Frame,86.716,433.58
Hanging Personal Folder File,50.239999999999995,251.2
Harbour Creations 67200 Series Stacking Chairs,187.73725000000002,938.6862500000001
Harbour Creations Steel Folding Chair,298.640625,1493.203125
Harmony Air Purifier,389.34000000000003,1946.7000000000003
Harmony HEPA Quiet Air Purifiers,32.175,160.875
Heavy-Duty E-Z-D Binders,22.092750000000002,110.46375
Hewlett Packard 310 Color Digital Copier,699.9766666666666,3499.8833333333328
Hewlett Packard 610 Color Digital Copier / Printer,1271.403142857143,6357.015714285715
Hewlett Packard LaserJet 3310 Copier,2354.96075,11774.803750000001
Hewlett-Packard 300S Scientific Calculator,65.55,327.75
Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer,3040.0,15200.0
Hewlett-Packard Deskjet 5550 Printer,597.132,2985.66
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,698.105,3490.525
Hewlett-Packard Deskjet D4360 Printer,447.968,2239.84
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,509.97
Hewlett-Packard Desktjet 6988DT Refurbished Printer,3404.5,17022.5
High Speed Automatic Electric Letter Opener,5676.770666666666,28383.853333333333
High-Back Leather Manager's Chair,530.0703333333333,2650.3516666666665
Holmes 99% HEPA Air Purifier,83.391,416.95500000000004
"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",36.815,184.075
Holmes HEPA Air Purifier,39.93,199.65
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,3375.6
Holmes Odor Grabber,44.702,223.51
"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",37.7655,188.82750000000001
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",50.985,254.925
